name,genre,year,duration,rating,director,language
Shanghai Triad,Crime,1995,108,7.1,Zhang Yimou,Chinese
Not One Less,Drama,1999,106,7.7,Zhang Yimou,Chinese
The Road Home,Drama,1999,89,7.7,Zhang Yimou,Chinese
Happy Times,Comedy,2000,95,7.2,Zhang Yimou,Chinese
Riding Alone for Thousands of Miles,Drama,2005,107,7.4,Zhang Yimou,Chinese
The Flowers of War,Drama,2011,146,7.6,Zhang Yimou,Chinese
Coming Home,Drama,2014,109,7.6,Zhang Yimou,Chinese
The Great Wall,Fantasy,2016,103,5.9,Zhang Yimou,Chinese
Shadow,Action,2018,116,7.2,Zhang Yimou,Chinese
One Second,Drama,2020,104,7.7,Zhang Yimou,Chinese
Cliff Walkers,Thriller,2021,120,6.6,Zhang Yimou,Chinese
Farewell My Concubine,Drama,1993,171,8.1,Chen Kaige,Chinese
The Emperor and the Assassin,History,1998,162,7.5,Chen Kaige,Chinese
Together,Drama,2002,116,7.4,Chen Kaige,Chinese
The Promise,Fantasy,2005,121,5.6,Chen Kaige,Chinese
Forever Enthralled,Drama,2008,147,7.0,Chen Kaige,Chinese
Caught in the Web,Drama,2012,121,7.1,Chen Kaige,Chinese
The Legend of the Demon Cat,Fantasy,2017,129,6.2,Chen Kaige,Chinese
My People, My Country,Drama,2019,155,6.7,Chen Kaige,Chinese
Suzhou River,Drama,2000,83,7.5,Lou Ye,Chinese
Summer Palace,Drama,2006,140,7.1,Lou Ye,Chinese
Spring Fever,Drama,2009,116,6.6,Lou Ye,Chinese
Love and Bruises,Drama,2011,99,6.3,Lou Ye,Chinese
Mystery,Drama,2012,106,6.5,Lou Ye,Chinese
Blind Massage,Drama,2014,115,7.1,Lou Ye,Chinese
The Shadow Play,Drama,2019,124,6.4,Lou Ye,Chinese
Beijing Bicycle,Drama,2001,113,7.4,Wang Xiaoshuai,Chinese
Shanghai Dreams,Drama,2005,120,7.2,Wang Xiaoshuai,Chinese
In Love We Trust,Drama,2008,115,7.3,Wang Xiaoshuai,Chinese
Chongqing Blues,Drama,2010,110,6.8,Wang Xiaoshuai,Chinese
Red Amnesia,Drama,2014,116,6.7,Wang Xiaoshuai,Chinese
So Long, My Son,Drama,2019,185,7.7,Wang Xiaoshuai,Chinese
The World,Drama,2004,143,7.4,Jia Zhangke,Chinese
Still Life,Drama,2006,111,7.3,Jia Zhangke,Chinese
24 City,Drama,2008,112,7.1,Jia Zhangke,Chinese
A Touch of Sin,Drama,2013,133,7.2,Jia Zhangke,Chinese
Mountains May Depart,Drama,2015,131,7.0,Jia Zhangke,Chinese
Ash Is Purest White,Drama,2018,136,7.1,Jia Zhangke,Chinese
Swimming Out Till the Sea Turns Blue,Documentary,2020,111,6.7,Jia Zhangke,Chinese
An Elephant Sitting Still,Drama,2018,234,7.9,Hu Bo,Chinese
The Coffin in the Mountain,Thriller,2014,119,7.2,Xin Yukun,Chinese
The Wasted Times,Drama,2016,126,6.7,Cheng Er,Chinese
The Wild Goose Lake,Crime,2019,113,6.7,Diao Yinan,Chinese
Black Coal, Thin Ice,Thriller,2014,106,6.9,Diao Yinan,Chinese
Long Day's Journey Into Night,Drama,2018,138,6.8,Bi Gan,Chinese
Kaili Blues,Drama,2015,113,7.1,Bi Gan,Chinese
Anima,Short,2019,15,7.5,Bi Gan,Chinese
The Crossing,Drama,2018,123,6.9,Bai Xue,Chinese
Send Me to the Clouds,Drama,2019,97,7.0,Teng Congcong,Chinese
The Eight Hundred,War,2020,147,7.2,Guan Hu,Chinese
The Battle at Lake Changjin,War,2021,176,5.8,Chen Kaige,Chinese
The Battle at Lake Changjin II,War,2022,149,5.6,Chen Kaige,Chinese
Better Days,Drama,2019,135,7.5,Derek Tsang,Chinese
Soulmate,Drama,2016,109,6.8,Derek Tsang,Chinese
The Midnight After,Comedy,2014,124,6.4,Fruit Chan,Chinese
Three,Thriller,2016,88,6.1,Johnnie To,Chinese
Drug War,Crime,2012,107,7.1,Johnnie To,Chinese
Blind Detective,Comedy,2013,129,6.6,Johnnie To,Chinese
Office,Comedy,2015,120,6.0,Johnnie To,Chinese
Chasing Dream,Comedy,2019,139,5.9,Johnnie To,Chinese
Throw Down,Comedy,2004,95,7.0,Johnnie To,Chinese
Exiled,Action,2006,110,7.3,Johnnie To,Chinese
Election,Crime,2005,101,7.1,Johnnie To,Chinese
Election 2,Crime,2006,92,7.2,Johnnie To,Chinese
Breaking News,Action,2004,90,6.8,Johnnie To,Chinese
PTU,Crime,2003,88,7.1,Johnnie To,Chinese
Sparrow,Crime,2008,87,6.7,Johnnie To,Chinese
Vengeance,Action,2009,108,6.9,Johnnie To,Chinese
Life Without Principle,Crime,2011,106,6.8,Johnnie To,Chinese
Mad Detective,Crime,2007,89,7.3,Johnnie To,Chinese
Running on Karma,Action,2003,93,6.6,Johnnie To,Chinese
Fulltime Killer,Action,2001,102,6.7,Johnnie To,Chinese
Needing You...,Comedy,2000,101,6.9,Johnnie To,Chinese
Love on a Diet,Comedy,2001,100,6.3,Johnnie To,Chinese
My Left Eye Sees Ghosts,Comedy,2002,98,6.8,Johnnie To,Chinese
Turn Left, Turn Right,Comedy,2003,95,6.5,Johnnie To,Chinese
Yesterday Once More,Comedy,2004,105,6.4,Johnnie To,Chinese
Don't Go Breaking My Heart,Comedy,2011,115,6.7,Johnnie To,Chinese
Romancing in Thin Air,Comedy,2012,106,6.2,Johnnie To,Chinese
Blind Massage,Drama,2014,115,7.1,Lou Ye,Chinese
The Shadow Play,Drama,2019,124,6.4,Lou Ye,Chinese
The Dead End,Crime,2015,118,6.5,Soi Cheang,Chinese
Accident,Thriller,2009,87,6.7,Soi Cheang,Chinese
Motorway,Action,2012,90,6.5,Soi Cheang,Chinese
The Monkey King,Fantasy,2014,119,5.3,Soi Cheang,Chinese
The Monkey King 2,Fantasy,2016,119,5.9,Soi Cheang,Chinese
The Monkey King 3,Fantasy,2018,114,5.1,Soi Cheang,Chinese
The White Storm,Action,2013,134,6.8,Benny Chan,Chinese
Call of Heroes,Action,2016,120,6.5,Benny Chan,Chinese
Raging Fire,Action,2021,126,6.8,Benny Chan,Chinese
The Four,Action,2012,118,5.8,Gordon Chan,Chinese
The Four II,Action,2013,117,5.7,Gordon Chan,Chinese
The Four III,Action,2014,107,5.5,Gordon Chan,Chinese
Painted Skin,Fantasy,2008,103,6.3,Gordon Chan,Chinese
Painted Skin: The Resurrection,Fantasy,2012,131,6.1,Gordon Chan,Chinese
The Mermaid,Comedy,2016,94,6.3,Stephen Chow,Chinese
The New King of Comedy,Comedy,2019,91,5.8,Stephen Chow,Chinese
Journey to the West: Conquering the Demons,Comedy,2013,110,7.0,Stephen Chow,Chinese
The God of Cookery,Comedy,1996,95,7.3,Stephen Chow,Chinese
For a Few Less Dollars,Comedy,1994,94,6.8,Stephen Chow,Chinese
King of Comedy,Comedy,1999,89,7.4,Stephen Chow,Chinese
The Tricky Master,Comedy,1999,95,6.5,Stephen Chow,Chinese
Fight Back to School,Comedy,1991,100,7.2,Stephen Chow,Chinese
Fight Back to School II,Comedy,1992,102,6.9,Stephen Chow,Chinese
Fight Back to School III,Comedy,1993,89,6.7,Stephen Chow,Chinese
From Beijing with Love,Comedy,1994,86,7.1,Stephen Chow,Chinese
Out of the Dark,Comedy,1995,82,6.5,Stephen Chow,Chinese
God of Gamblers,Comedy,1989,126,7.4,Wong Jing,Chinese
God of Gamblers II,Comedy,1990,125,7.0,Wong Jing,Chinese
God of Gamblers III: Back to Shanghai,Comedy,1991,116,6.7,Wong Jing,Chinese
Seven Samurai,Action,1954,207,8.6,Akira Kurosawa,Japanese
Rashomon,Crime,1950,88,8.2,Akira Kurosawa,Japanese
Ikiru,Drama,1952,143,8.3,Akira Kurosawa,Japanese
Yojimbo,Action,1961,110,8.2,Akira Kurosawa,Japanese
Sanjuro,Action,1962,96,8.0,Akira Kurosawa,Japanese
High and Low,Crime,1963,143,8.4,Akira Kurosawa,Japanese
Throne of Blood,Drama,1957,110,8.1,Akira Kurosawa,Japanese
The Hidden Fortress,Adventure,1958,139,8.1,Akira Kurosawa,Japanese
Dreams,Fantasy,1990,119,7.8,Akira Kurosawa,Japanese
Ran,Action,1985,162,8.2,Akira Kurosawa,Japanese
Spirited Away,Animation,2001,125,8.6,Hayao Miyazaki,Japanese
My Neighbor Totoro,Animation,1988,86,8.2,Hayao Miyazaki,Japanese
Princess Mononoke,Animation,1997,134,8.4,Hayao Miyazaki,Japanese
Howl's Moving Castle,Animation,2004,119,8.2,Hayao Miyazaki,Japanese
Kiki's Delivery Service,Animation,1989,103,7.8,Hayao Miyazaki,Japanese
Nausicaä of the Valley of the Wind,Animation,1984,117,8.1,Hayao Miyazaki,Japanese
Ponyo,Animation,2008,101,7.7,Hayao Miyazaki,Japanese
The Wind Rises,Animation,2013,126,7.8,Hayao Miyazaki,Japanese
Castle in the Sky,Animation,1986,124,8.0,Hayao Miyazaki,Japanese
Grave of the Fireflies,Animation,1988,89,8.5,Isao Takahata,Japanese
Only Yesterday,Animation,1991,118,7.7,Isao Takahata,Japanese
Pom Poko,Animation,1994,119,7.4,Isao Takahata,Japanese
My Neighbors the Yamadas,Animation,1999,104,7.2,Isao Takahata,Japanese
The Tale of the Princess Kaguya,Animation,2013,137,8.0,Isao Takahata,Japanese
Tokyo Story,Drama,1953,136,8.2,Yasujirō Ozu,Japanese
Late Spring,Drama,1949,108,8.2,Yasujirō Ozu,Japanese
Early Summer,Drama,1951,125,8.0,Yasujirō Ozu,Japanese
Floating Weeds,Drama,1959,119,8.1,Yasujirō Ozu,Japanese
An Autumn Afternoon,Drama,1962,113,8.1,Yasujirō Ozu,Japanese
Good Morning,Comedy,1959,94,7.7,Yasujirō Ozu,Japanese
Ugetsu,Drama,1953,96,8.2,Kenji Mizoguchi,Japanese
Sansho the Bailiff,Drama,1954,124,8.4,Kenji Mizoguchi,Japanese
The Life of Oharu,Drama,1952,136,8.1,Kenji Mizoguchi,Japanese
Woman in the Dunes,Drama,1964,147,8.5,Hiroshi Teshigahara,Japanese
The Face of Another,Drama,1966,124,8.0,Hiroshi Teshigahara,Japanese
Pitfall,Drama,1962,97,7.6,Hiroshi Teshigahara,Japanese
Harakiri,Drama,1962,133,8.6,Masaki Kobayashi,Japanese
The Human Condition I,Drama,1959,208,8.4,Masaki Kobayashi,Japanese
The Human Condition II,Drama,1959,181,8.4,Masaki Kobayashi,Japanese
The Human Condition III,Drama,1961,190,8.5,Masaki Kobayashi,Japanese
Kwaidan,Horror,1964,183,8.1,Masaki Kobayashi,Japanese
Samurai Rebellion,Drama,1967,128,8.2,Masaki Kobayashi,Japanese
Onibaba,Horror,1964,103,8.0,Kaneto Shindō,Japanese
The Naked Island,Drama,1960,96,8.1,Kaneto Shindō,Japanese
Kuroneko,Horror,1968,99,7.8,Kaneto Shindō,Japanese
Tampopo,Comedy,1985,114,8.0,Jūzō Itami,Japanese
A Taxing Woman,Comedy,1987,127,7.5,Jūzō Itami,Japanese
The Funeral,Comedy,1984,124,7.6,Jūzō Itami,Japanese
Supermarket Woman,Comedy,1996,127,7.5,Jūzō Itami,Japanese
Your Name.,Animation,2016,106,8.2,Makoto Shinkai,Japanese
Weathering With You,Animation,2019,112,7.5,Makoto Shinkai,Japanese
Suzume,Animation,2022,122,7.7,Makoto Shinkai,Japanese
5 Centimeters Per Second,Animation,2007,63,7.6,Makoto Shinkai,Japanese
The Garden of Words,Animation,2013,46,7.4,Makoto Shinkai,Japanese
Akira,Animation,1988,124,8.0,Katsuhiro Otomo,Japanese
Ghost in the Shell,Animation,1995,83,8.0,Mamoru Oshii,Japanese
Perfect Blue,Animation,1997,81,8.0,Satoshi Kon,Japanese
Paprika,Animation,2006,90,7.7,Satoshi Kon,Japanese
Tokyo Godfathers,Animation,2003,92,7.8,Satoshi Kon,Japanese
Millennium Actress,Animation,2001,87,7.9,Satoshi Kon,Japanese
Battle Royale,Action,2000,114,7.1,Kinji Fukasaku,Japanese
Battle Royale II,Action,2003,133,5.2,Kinji Fukasaku,Japanese
Audition,Horror,1999,115,7.1,Takashi Miike,Japanese
Ichi the Killer,Action,2001,129,7.1,Takashi Miike,Japanese
13 Assassins,Action,2010,141,7.5,Takashi Miike,Japanese
Hara-Kiri: Death of a Samurai,Action,2011,128,6.9,Takashi Miike,Japanese
The Happiness of the Katakuris,Comedy,2001,113,7.1,Takashi Miike,Japanese
Gozu,Horror,2003,130,6.9,Takashi Miike,Japanese
Visitor Q,Comedy,2001,84,6.7,Takashi Miike,Japanese
One Missed Call,Horror,2003,112,5.8,Takashi Miike,Japanese
Ringu,Horror,1998,96,7.2,Hideo Nakata,Japanese
Dark Water,Horror,2002,101,6.6,Hideo Nakata,Japanese
The Ring 2,Horror,1999,95,5.6,Hideo Nakata,Japanese
Ju-on: The Grudge,Horror,2002,92,6.7,Takashi Shimizu,Japanese
Ju-on: The Grudge 2,Horror,2003,92,6.2,Takashi Shimizu,Japanese
Pulse,Horror,2001,118,6.5,Kiyoshi Kurosawa,Japanese
Cure,Thriller,1997,111,7.5,Kiyoshi Kurosawa,Japanese
Tokyo Sonata,Drama,2008,120,7.6,Kiyoshi Kurosawa,Japanese
Bright Future,Drama,2003,92,6.7,Kiyoshi Kurosawa,Japanese
Journey to the Shore,Drama,2015,128,6.5,Kiyoshi Kurosawa,Japanese
Still Walking,Drama,2008,115,7.9,Hirokazu Kore-eda,Japanese
Nobody Knows,Drama,2004,141,8.1,Hirokazu Kore-eda,Japanese
After Life,Drama,1998,118,7.8,Hirokazu Kore-eda,Japanese
Like Father, Like Son,Drama,2013,121,7.7,Hirokazu Kore-eda,Japanese
Our Little Sister,Drama,2015,128,7.5,Hirokazu Kore-eda,Japanese
Shoplifters,Drama,2018,121,8.0,Hirokazu Kore-eda,Japanese
The Truth,Drama,2019,106,6.8,Hirokazu Kore-eda,Japanese
Broker,Drama,2022,129,7.3,Hirokazu Kore-eda,Japanese
Monster,Drama,2023,127,7.9,Hirokazu Kore-eda,Japanese
Departures,Drama,2008,130,8.1,Yōjirō Takita,Japanese
Shall We Dance?,Comedy,1996,136,7.7,Masayuki Suo,Japanese
The Twilight Samurai,Drama,2002,129,8.1,Yōji Yamada,Japanese
The Hidden Blade,Drama,2004,132,7.8,Yōji Yamada,Japanese
Love and Honor,Drama,2006,121,7.6,Yōji Yamada,Japanese
Tora-san, Our Lovable Tramp,Comedy,1969,112,7.6,Yōji Yamada,Japanese
The Yellow Handkerchief,Drama,1977,108,7.7,Yōji Yamada,Japanese
About Her Brother,Drama,2010,127,7.2,Yōji Yamada,Japanese
What a Wonderful Family!,Comedy,2016,108,7.0,Yōji Yamada,Japanese
The Little House,Drama,2014,136,7.4,Yōji Yamada,Japanese
Godzilla,Action,1954,96,7.5,Ishirō Honda,Japanese
Godzilla Raids Again,Action,1955,82,5.8,Motoyoshi Oda,Japanese
Mothra vs. Godzilla,Action,1964,89,6.9,Ishirō Honda,Japanese
Ghidorah, the Three-Headed Monster,Action,1964,92,6.8,Ishirō Honda,Japanese
Invasion of Astro-Monster,Action,1965,94,6.8,Ishirō Honda,Japanese
The War of the Gargantuas,Action,1966,88,6.7,Ishirō Honda,Japanese
Destroy All Monsters,Action,1968,89,6.6,Ishirō Honda,Japanese
All Monsters Attack,Action,1969,70,5.2,Ishirō Honda,Japanese
Godzilla vs. Hedorah,Action,1971,85,5.8,Yoshimitsu Banno,Japanese
Godzilla vs. Gigan,Action,1972,89,5.7,Jun Fukuda,Japanese
Godzilla vs. Megalon,Action,1973,82,5.2,Jun Fukuda,Japanese
Godzilla vs. Mechagodzilla,Action,1974,84,6.2,Jun Fukuda,Japanese
Terror of Mechagodzilla,Action,1975,83,6.1,Ishirō Honda,Japanese
The Return of Godzilla,Action,1984,103,6.2,Koji Hashimoto,Japanese
Godzilla vs. Biollante,Action,1989,104,6.3,Kazuki Ōmori,Japanese
Godzilla vs. King Ghidorah,Action,1991,103,6.4,Kazuki Ōmori,Japanese
Godzilla vs. Mothra,Action,1992,102,6.3,Takao Okawara,Japanese
Godzilla vs. Mechagodzilla II,Action,1993,108,6.2,Takao Okawara,Japanese
Godzilla vs. SpaceGodzilla,Action,1994,108,5.8,Kensho Yamashita,Japanese
Godzilla vs. Destoroyah,Action,1995,103,6.5,Takao Okawara,Japanese
Godzilla 2000,Action,1999,97,6.1,Takao Okawara,Japanese
Godzilla vs. Megaguirus,Action,2000,105,5.6,Masaaki Tezuka,Japanese
Godzilla, Mothra and King Ghidorah,Action,2001,105,6.3,Shusuke Kaneko,Japanese
Godzilla Against Mechagodzilla,Action,2002,88,6.1,Masaaki Tezuka,Japanese
Godzilla: Tokyo S.O.S.,Action,2003,91,6.1,Masaaki Tezuka,Japanese
Godzilla: Final Wars,Action,2004,125,5.5,Ryūhei Kitamura,Japanese
Shin Godzilla,Action,2016,120,6.8,Hideaki Anno,Japanese
Godzilla Minus One,Action,2023,125,8.3,Takashi Yamazaki,Japanese
The End of Evangelion,Animation,1997,87,8.1,Hideaki Anno,Japanese
Evangelion: 1.0 You Are (Not) Alone,Animation,2007,98,7.6,Hideaki Anno,Japanese
Evangelion: 2.0 You Can (Not) Advance,Animation,2009,112,7.8,Hideaki Anno,Japanese
Evangelion: 3.0 You Can (Not) Redo,Animation,2012,96,7.2,Hideaki Anno,Japanese
Evangelion: 3.0+1.0 Thrice Upon a Time,Animation,2021,155,8.0,Hideaki Anno,Japanese
Perfect Days,Drama,2023,123,7.8,Wim Wenders,Japanese
Drive My Car,Drama,2021,179,7.5,Ryusuke Hamaguchi,Japanese
Wheel of Fortune and Fantasy,Drama,2021,121,7.5,Ryusuke Hamaguchi,Japanese
Asako I & II,Drama,2018,119,6.9,Ryusuke Hamaguchi,Japanese
Happy Hour,Drama,2015,317,7.7,Ryusuke Hamaguchi,Japanese
The Third Murder,Drama,2017,124,6.9,Hirokazu Kore-eda,Japanese
The Makanai: Cooking for the Maiko House,Drama,2023,45,7.8,Hirokazu Kore-eda,Japanese
First Love,Romance,2019,108,6.8,Takashi Miike,Japanese
The Great Yokai War,Action,2005,124,6.2,Takashi Miike,Japanese
Zebraman,Comedy,2004,115,6.3,Takashi Miike,Japanese
The Bird People in China,Adventure,1998,118,7.4,Takashi Miike,Japanese
Dead or Alive,Action,1999,105,6.6,Takashi Miike,Japanese
The Way of the Dragon,Action,1972,100,7.5,Bruce Lee,Japanese
The Street Fighter,Action,1974,91,6.7,Shigehiro Ozawa,Japanese
Return of the Street Fighter,Action,1974,80,6.3,Shigehiro Ozawa,Japanese
The Street Fighter's Last Revenge,Action,1974,87,6.2,Shigehiro Ozawa,Japanese
Sister Street Fighter,Action,1974,87,5.9,Kazuhiko Yamaguchi,Japanese
The Bodyguard,Action,1973,86,6.1,Ryūichi Takamori,Japanese
Wolf Guy,Action,1975,86,6.2,Kazuhiko Yamaguchi,Japanese
The Bullet Train,Action,1975,152,7.1,Juno Satō,Japanese
The Man Who Stole the Sun,Action,1979,147,7.7,Kazuhiko Hasegawa,Japanese
Cops vs. Thugs,Action,1975,100,7.3,Kinji Fukasaku,Japanese
Graveyard of Honor,Action,1975,94,7.4,Kinji Fukasaku,Japanese
Sympathy for the Underdog,Action,1971,93,7.1,Kinji Fukasaku,Japanese
Street Mobster,Action,1972,92,7.0,Kinji Fukasaku,Japanese
Battles Without Honor and Humanity,Action,1973,99,7.6,Kinji Fukasaku,Japanese
Battles Without Honor and Humanity: Deadly Fight in Hiroshima,Action,1973,100,7.4,Kinji Fukasaku,Japanese
Battles Without Honor and Humanity: Proxy War,Action,1973,101,7.5,Kinji Fukasaku,Japanese
Battles Without Honor and Humanity: Police Tactics,Action,1974,101,7.4,Kinji Fukasaku,Japanese
Battles Without Honor and Humanity: Final Episode,Action,1974,99,7.4,Kinji Fukasaku,Japanese
Crows Zero,Action,2007,130,7.2,Takashi Miike,Japanese
Crows Zero 2,Action,2009,133,7.1,Takashi Miike,Japanese
Azumi,Action,2003,128,6.8,Ryūhei Kitamura,Japanese
Azumi 2,Action,2005,109,6.2,Shusuke Kaneko,Japanese
The Princess Blade,Action,2001,92,5.9,Shinsuke Sato,Japanese
Death Trance,Action,2005,93,5.2,Yūji Shimomura,Japanese
Versus,Action,2000,119,6.5,Ryūhei Kitamura,Japanese
Alive,Action,2002,118,6.3,Ryūhei Kitamura,Japanese
Godzilla: Final Wars,Action,2004,125,5.5,Ryūhei Kitamura,Japanese
Love Exposure,Romance,2008,237,7.9,Sion Sono,Japanese
Cold Fish,Thriller,2010,144,7.1,Sion Sono,Japanese
Suicide Club,Horror,2001,99,6.5,Sion Sono,Japanese
Noriko's Dinner Table,Drama,2005,159,7.2,Sion Sono,Japanese
Why Don't You Play in Hell?,Action,2013,129,7.3,Sion Sono,Japanese
Tokyo Tribe,Action,2014,116,5.8,Sion Sono,Japanese
The Forest of Love,Crime,2019,151,6.7,Sion Sono,Japanese
Red Post on Escher Street,Drama,2020,150,7.0,Sion Sono,Japanese
Prisoners of the Ghostland,Action,2021,103,5.3,Sion Sono,Japanese
